budget: 800,000 tokens (80% of 1,000,000) at 3.0 chars/token
file                                                       tier         chars   tokens      total  status
docs/Classes/DataStreamRequest/Stream.html                 context      3,598    1,200    295,521  ok
docs/Classes/DecodableResponseSerializer.html              context      3,571    1,191    296,712  ok
docs/Classes/DefaultTrustEvaluator.html                    context      3,565    1,189    297,901  ok
docs/Classes/DisabledTrustEvaluator.html                   context      3,566    1,189    299,090  ok
docs/Classes/DownloadRequest.html                          context      3,559    1,187    300,277  ok
docs/Classes/DownloadRequest/Downloadable.html             context      3,602    1,201    301,478  ok
docs/Classes/DownloadRequest/Options.html                  context      3,597    1,199    302,677  ok
docs/Classes/Interceptor.html                              context      3,555    1,185    303,862  ok
docs/Classes/JSONParameterEncoder.html                     context      3,564    1,188    305,050  ok
docs/Classes/JSONResponseSerializer.html                   context      3,566    1,189    306,239  ok
docs/Classes/MultipartFormData.html                        context      3,561    1,187    307,426  ok
docs/Classes/NetworkReachabilityManager.html               context      7,431    2,477    309,903  ok
docs/Classes/NetworkReachabilityManager/NetworkReachabilityStatus.html context      4,754    1,585    311,488  ok
docs/Classes/NetworkReachabilityManager/NetworkReachabilityStatus/ConnectionType.html context      3,671    1,224    312,712  ok
docs/Classes/OfflineRetrier.html                           context     70,648   23,550    336,262  ok
docs/Classes/PinnedCertificatesTrustEvaluator.html         context      3,576    1,192    337,454  ok
docs/Classes/PublicKeysTrustEvaluator.html                 context      3,568    1,190    338,644  ok
docs/Classes/Request.html                                  context     23,161    7,721    346,365  ok
docs/Classes/Request/ResponseDisposition.html              context      3,601    1,201    347,566  ok
docs/Classes/Request/State.html                            context      3,587    1,196    348,762  ok
docs/Classes/Retrier.html                                  context      3,551    1,184    349,946  ok
docs/Classes/RetryPolicy.html                              context      5,147    1,716    351,662  ok
docs/Classes/RevocationTrustEvaluator.html                 context      3,568    1,190    352,852  ok
docs/Classes/RevocationTrustEvaluator/Options.html         context      3,606    1,202    354,054  ok
docs/Classes/ServerTrustManager.html                       context      3,562    1,188    355,242  ok
docs/Classes/Session.html                                  context    130,910   43,637    398,879  ok
docs/Classes/Session/RequestSetup.html                     context     46,597   15,533    414,412  ok
docs/Classes/SessionDelegate.html                          context      3,559    1,187    415,599  ok
docs/Classes/StringResponseSerializer.html                 context      3,568    1,190    416,789  ok
docs/Classes/URLEncodedFormEncoder.html                    context      3,565    1,189    417,978  ok
docs/Classes/URLEncodedFormEncoder/ArrayEncoding.html      context      3,609    1,203    419,181  ok
docs/Classes/URLEncodedFormEncoder/BoolEncoding.html       context      3,608    1,203    420,384  ok
docs/Classes/URLEncodedFormEncoder/DataEncoding.html       context      3,608    1,203    421,587  ok
docs/Classes/URLEncodedFormEncoder/DateEncoding.html       context      3,608    1,203    422,790  ok
docs/Classes/URLEncodedFormEncoder/Error.html              context      3,601    1,201    423,991  ok
docs/Classes/URLEncodedFormEncoder/KeyEncoding.html        context      3,607    1,203    425,194  ok
docs/Classes/URLEncodedFormEncoder/KeyPathEncoding.html    context      3,611    1,204    426,398  ok
docs/Classes/URLEncodedFormEncoder/NilEncoding.html        context      3,607    1,203    427,601  ok
docs/Classes/URLEncodedFormEncoder/SpaceEncoding.html      context      3,609    1,203    428,804  ok
docs/Classes/URLEncodedFormParameterEncoder.html           context      3,574    1,192    429,996  ok
docs/Classes/URLEncodedFormParameterEncoder/Destination.html context      3,616    1,206    431,202  ok
docs/Classes/UploadRequest.html                            context      3,557    1,186    432,388  ok
docs/Classes/UploadRequest/Uploadable.html                 context      3,598    1,200    433,588  ok
docs/Enums.html                                            context      3,511    1,171    434,759  ok
docs/Enums/AFError.html                                    context      3,549    1,183    435,942  ok
docs/Enums/AFError/MultipartEncodingFailureReason.html     context      3,610    1,204    437,146  ok
docs/Enums/AFError/ParameterEncoderFailureReason.html      context      3,609    1,203    438,349  ok
docs/Enums/AFError/ParameterEncoderFailureReason/RequiredComponent.html context      3,657    1,219    439,568  ok
docs/Enums/AFError/ParameterEncodingFailureReason.html     context      3,610    1,204    440,772  ok
docs/Enums/AFError/ResponseSerializationFailureReason.html context      3,614    1,205    441,977  ok
docs/Enums/AFError/ResponseValidationFailureReason.html    context      3,611    1,204    443,181  ok
docs/Enums/AFError/ServerTrustFailureReason.html           context      3,604    1,202    444,383  ok
docs/Enums/AFError/ServerTrustFailureReason/Output.html    context      3,641    1,214    445,597  ok
docs/Enums/AFError/URLRequestValidationFailureReason.html  context      3,613    1,205    446,802  ok
docs/Enums/AFError/UnexpectedInputStreamLength.html        context      3,607    1,203    448,005  ok
docs/Enums/AFInfo.html                                     context      3,548    1,183    449,188  ok
docs/Enums/AuthenticationError.html                        context      3,561    1,187    450,375  ok
docs/Enums/RetryResult.html                                context      3,553    1,185    451,560  ok
docs/Extensions.html                                       context      4,747    1,583    453,143  ok
docs/Extensions/CharacterSet.html                          context      3,559    1,187    454,330  ok
docs/Extensions/Error.html                                 context      5,592    1,864    456,194  ok
docs/Extensions/HTTPURLResponse.html                       context      3,562    1,188    457,382  ok
docs/Extensions/Notification.html                          context      3,559    1,187    458,569  ok
docs/Extensions/String.html                                context      3,553    1,185    459,754  ok
docs/Extensions/URL.html                                   context      3,550    1,184    460,938  ok
docs/Extensions/URLComponents.html                         context      3,560    1,187    462,125  ok
docs/Extensions/URLRequest.html                            context      3,557    1,186    463,311  ok
docs/Extensions/URLSessionConfiguration.html               context      3,570    1,190    464,501  ok
docs/Extensions/[ServerTrustEvaluating].html               context      3,570    1,190    465,691  ok
docs/Global Variables.html                                 context      3,522    1,174    466,865  ok
docs/Protocols.html                                        context      9,123    3,041    469,906  ok
docs/Protocols/AlamofireExtended.html                      context     11,581    3,861    473,767  ok
docs/Protocols/AuthenticationCredential.html               context      3,570    1,190    474,957  ok
docs/Protocols/Authenticator.html                          context      3,559    1,187    476,144  ok
docs/Protocols/CachedResponseHandler.html                  context      3,567    1,189    477,333  ok
docs/Protocols/DataDecoder.html                            context      3,557    1,186    478,519  ok
docs/Protocols/DataPreprocessor.html                       context      3,562    1,188    479,707  ok
docs/Protocols/DataResponseSerializerProtocol.html         context      3,576    1,192    480,899  ok
docs/Protocols/DataStreamSerializer.html                   context      3,566    1,189    482,088  ok
docs/Protocols/DownloadResponseSerializerProtocol.html     context      8,261    2,754    484,842  ok
docs/Protocols/EmptyResponse.html                          context      3,559    1,187    486,029  ok
docs/Protocols/EventMonitor.html                           context     11,202    3,734    489,763  ok
docs/Protocols/ParameterEncoder.html                       context      3,562    1,188    490,951  ok
docs/Protocols/ParameterEncoding.html                      context      3,563    1,188    492,139  ok
docs/Protocols/RedirectHandler.html                        context      3,561    1,187    493,326  ok
docs/Protocols/RequestAdapter.html                         context      3,560    1,187    494,513  ok
docs/Protocols/RequestDelegate.html                        context      5,682    1,894    496,407  ok
docs/Protocols/RequestInterceptor.html                     context     24,634    8,212    504,619  ok
docs/Protocols/RequestRetrier.html                         context      3,560    1,187    505,806  ok
docs/Protocols/ResponseSerializer.html                     context      3,564    1,188    506,994  ok
docs/Protocols/ServerTrustEvaluating.html                  context      3,567    1,189    508,183  ok
docs/Protocols/URLConvertible.html                         context      3,560    1,187    509,370  ok
docs/Protocols/URLRequestConvertible.html                  context      3,567    1,189    510,559  ok
docs/Protocols/UploadableConvertible.html                  context      3,567    1,189    511,748  ok
docs/Protocols/WebSocketMessageSerializer.html             context      3,572    1,191    512,939  ok
docs/Structs.html                                          context      5,426    1,809    514,748  ok
docs/Structs/AlamofireExtension.html                       context      3,562    1,188    515,936  ok
docs/Structs/DataResponse.html                             context      3,556    1,186    517,122  ok
docs/Structs/DataResponsePublisher.html                    context      3,565    1,189    518,311  ok
docs/Structs/DataStreamPublisher.html                      context      3,563    1,188    519,499  ok
docs/Structs/DataStreamTask.html                           context      3,558    1,186    520,685  ok
docs/Structs/DataTask.html                                 context      3,552    1,184    521,869  ok
docs/Structs/DecodableStreamSerializer.html                context      3,569    1,190    523,059  ok
docs/Structs/DecodableWebSocketMessageDecoder.html         context      3,576    1,192    524,251  ok
docs/Structs/DecodableWebSocketMessageDecoder/Error.html   context      3,612    1,204    525,455  ok
docs/Structs/DeflateRequestCompressor.html                 context      3,568    1,190    526,645  ok
docs/Structs/DeflateRequestCompressor/DuplicateHeaderBehavior.html context      3,622    1,208    527,853  ok
docs/Structs/DownloadResponse.html                         context      3,560    1,187    529,040  ok
docs/Structs/DownloadResponsePublisher.html                context      3,569    1,190    530,230  ok
docs/Structs/DownloadTask.html                             context      3,556    1,186    531,416  ok
docs/Structs/Empty.html                                    context      4,612    1,538    532,954  ok
docs/Structs/GoogleXSSIPreprocessor.html                   context      3,566    1,189    534,143  ok
docs/Structs/HTTPHeader.html                               context      3,554    1,185    535,328  ok
docs/Structs/HTTPHeaders.html                              context      3,555    1,185    536,513  ok
docs/Structs/HTTPMethod.html                               context      3,554    1,185    537,698  ok
docs/Structs/JSONEncoding.html                             context      3,556    1,186    538,884  ok
docs/Structs/JSONEncoding/Error.html                       context      3,592    1,198    540,082  ok
docs/Structs/PassthroughPreprocessor.html                  context      3,567    1,189    541,271  ok
docs/Structs/PassthroughStreamSerializer.html              context      3,571    1,191    542,462  ok
docs/Structs/Redirector.html                               context      3,554    1,185    543,647  ok
docs/Structs/Redirector/Behavior.html                      context      3,593    1,198    544,845  ok
docs/Structs/RequestAdapterState.html                      context      3,563    1,188    546,033  ok
docs/Structs/ResponseCacher.html                           context      3,558    1,186    547,219  ok
docs/Structs/ResponseCacher/Behavior.html                  context      3,597    1,199    548,418  ok
docs/Structs/StreamOf.html                                 context      4,178    1,393    549,811  ok
docs/Structs/StreamOf/Iterator.html                        context      3,591    1,197    551,008  ok
docs/Structs/StringStreamSerializer.html                   context      3,566    1,189    552,197  ok
docs/Structs/URLEncoding.html                              context      3,555    1,185    553,382  ok
docs/Structs/URLEncoding/ArrayEncoding.html                context      3,599    1,200    554,582  ok
docs/Structs/URLEncoding/BoolEncoding.html                 context      3,598    1,200    555,782  ok
docs/Structs/URLEncoding/Destination.html                  context      3,597    1,199    556,981  ok
docs/Structs/URLResponseSerializer.html                    context      3,565    1,189    558,170  ok
docs/Typealiases.html                                      context      3,517    1,173    559,343  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes.html context      9,154    3,052    562,395  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/Adapter.html context      3,605    1,202    563,597  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/AlamofireNotifications.html context      3,620    1,207    564,804  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/AuthenticationInterceptor.html context      3,623    1,208    566,012  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/AuthenticationInterceptor/RefreshWindow.html context      3,667    1,223    567,235  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/ClosureEventMonitor.html context      3,617    1,206    568,441  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/CompositeEventMonitor.html context      5,901    1,967    570,408  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/CompositeTrustEvaluator.html context      3,621    1,207    571,615  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/ConnectionLostRetryPolicy.html context      3,623    1,208    572,823  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/DataRequest.html context      3,609    1,203    574,026  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/DataResponseSerializer.html context      3,620    1,207    575,233  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/DataStreamRequest.html context      3,615    1,205    576,438  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/DataStreamRequest/CancellationToken.html context      3,663    1,221    577,659  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/DataStreamRequest/Completion.html context      3,656    1,219    578,878  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/DataStreamRequest/Event.html context      3,651    1,217    580,095  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/DataStreamRequest/Stream.html context      3,652    1,218    581,313  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/DecodableResponseSerializer.html context      3,625    1,209    582,522  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/DefaultTrustEvaluator.html context      3,619    1,207    583,729  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/DisabledTrustEvaluator.html context      3,620    1,207    584,936  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/DownloadRequest.html context      3,613    1,205    586,141  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/DownloadRequest/Downloadable.html context      3,656    1,219    587,360  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/DownloadRequest/Options.html context      3,651    1,217    588,577  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/Interceptor.html context      3,609    1,203    589,780  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/JSONParameterEncoder.html context      3,618    1,206    590,986  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/JSONResponseSerializer.html context      3,620    1,207    592,193  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/MultipartFormData.html context      3,615    1,205    593,398  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/NetworkReachabilityManager.html context      7,485    2,495    595,893  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/NetworkReachabilityManager/NetworkReachabilityStatus.html context      4,808    1,603    597,496  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/NetworkReachabilityManager/NetworkReachabilityStatus/ConnectionType.html context      3,725    1,242    598,738  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/OfflineRetrier.html context     70,702   23,568    622,306  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/PinnedCertificatesTrustEvaluator.html context      3,630    1,210    623,516  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/PublicKeysTrustEvaluator.html context      3,622    1,208    624,724  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/Request.html context     23,215    7,739    632,463  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/Request/ResponseDisposition.html context      3,655    1,219    633,682  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/Request/State.html context      3,641    1,214    634,896  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/Retrier.html context      3,605    1,202    636,098  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/RetryPolicy.html context      5,201    1,734    637,832  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/RevocationTrustEvaluator.html context      3,622    1,208    639,040  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/RevocationTrustEvaluator/Options.html context      3,660    1,220    640,260  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/ServerTrustManager.html context      3,616    1,206    641,466  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/Session.html context    130,964   43,655    685,121  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/Session/RequestSetup.html context     46,651   15,551    700,672  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/SessionDelegate.html context      3,613    1,205    701,877  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/StringResponseSerializer.html context      3,622    1,208    703,085  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/URLEncodedFormEncoder.html context      3,619    1,207    704,292  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/URLEncodedFormEncoder/ArrayEncoding.html context      3,663    1,221    705,513  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/URLEncodedFormEncoder/BoolEncoding.html context      3,662    1,221    706,734  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/URLEncodedFormEncoder/DataEncoding.html context      3,662    1,221    707,955  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/URLEncodedFormEncoder/DateEncoding.html context      3,662    1,221    709,176  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/URLEncodedFormEncoder/Error.html context      3,655    1,219    710,395  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/URLEncodedFormEncoder/KeyEncoding.html context      3,661    1,221    711,616  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/URLEncodedFormEncoder/KeyPathEncoding.html context      3,665    1,222    712,838  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/URLEncodedFormEncoder/NilEncoding.html context      3,661    1,221    714,059  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/URLEncodedFormEncoder/SpaceEncoding.html context      3,663    1,221    715,280  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/URLEncodedFormParameterEncoder.html context      3,628    1,210    716,490  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/URLEncodedFormParameterEncoder/Destination.html context      3,670    1,224    717,714  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/UploadRequest.html context      3,611    1,204    718,918  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/UploadRequest/Uploadable.html context      3,652    1,218    720,136  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Enums.html context      3,565    1,189    721,325  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Enums/AFError.html context      3,603    1,201    722,526  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Enums/AFError/MultipartEncodingFailureReason.html context      3,664    1,222    723,748  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Enums/AFError/ParameterEncoderFailureReason.html context      3,663    1,221    724,969  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Enums/AFError/ParameterEncoderFailureReason/RequiredComponent.html context      3,711    1,237    726,206  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Enums/AFError/ParameterEncodingFailureReason.html context      3,664    1,222    727,428  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Enums/AFError/ResponseSerializationFailureReason.html context      3,668    1,223    728,651  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Enums/AFError/ResponseValidationFailureReason.html context      3,665    1,222    729,873  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Enums/AFError/ServerTrustFailureReason.html context      3,658    1,220    731,093  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Enums/AFError/ServerTrustFailureReason/Output.html context      3,695    1,232    732,325  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Enums/AFError/URLRequestValidationFailureReason.html context      3,667    1,223    733,548  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Enums/AFError/UnexpectedInputStreamLength.html context      3,661    1,221    734,769  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Enums/AFInfo.html context      3,602    1,201    735,970  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Enums/AuthenticationError.html context      3,615    1,205    737,175  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Enums/RetryResult.html context      3,607    1,203    738,378  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Extensions.html context      4,801    1,601    739,979  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Extensions/CharacterSet.html context      3,613    1,205    741,184  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Extensions/Error.html context      5,646    1,882    743,066  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Extensions/HTTPURLResponse.html context      3,616    1,206    744,272  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Extensions/Notification.html context      3,613    1,205    745,477  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Extensions/String.html context      3,607    1,203    746,680  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Extensions/URL.html context      3,604    1,202    747,882  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Extensions/URLComponents.html context      3,614    1,205    749,087  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Extensions/URLRequest.html context      3,611    1,204    750,291  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Extensions/URLSessionConfiguration.html context      3,624    1,208    751,499  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Extensions/[ServerTrustEvaluating].html context      3,624    1,208    752,707  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Global Variables.html context      3,576    1,192    753,899  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols.html context      9,177    3,059    756,958  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/AlamofireExtended.html context     11,635    3,879    760,837  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/AuthenticationCredential.html context      3,624    1,208    762,045  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/Authenticator.html context      3,613    1,205    763,250  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/CachedResponseHandler.html context      3,621    1,207    764,457  ok
