budget: 800,000 tokens (80% of 1,000,000) at 3.0 chars/token
file                                                       tier         chars   tokens      total  status
docs/Classes/NetworkReachabilityManager.html               context      1,272      424     36,726  ok
docs/Classes/NetworkReachabilityManager/NetworkReachabilityStatus.html context      1,301      434     37,160  ok
docs/Classes/NetworkReachabilityManager/NetworkReachabilityStatus/ConnectionType.html context      1,319      440     37,600  ok
docs/Classes/OfflineRetrier.html                           context      1,260      420     38,020  ok
docs/Classes/PinnedCertificatesTrustEvaluator.html         context      1,278      426     38,446  ok
docs/Classes/PublicKeysTrustEvaluator.html                 context      1,270      424     38,870  ok
docs/Classes/Request.html                                  context      1,253      418     39,288  ok
docs/Classes/Request/ResponseDisposition.html              context      1,276      426     39,714  ok
docs/Classes/Request/State.html                            context      1,262      421     40,135  ok
docs/Classes/Retrier.html                                  context      1,253      418     40,553  ok
docs/Classes/RetryPolicy.html                              context      1,257      419     40,972  ok
docs/Classes/RevocationTrustEvaluator.html                 context      1,270      424     41,396  ok
docs/Classes/RevocationTrustEvaluator/Options.html         context      1,281      427     41,823  ok
docs/Classes/ServerTrustManager.html                       context      1,264      422     42,245  ok
docs/Classes/Session.html                                  context      1,253      418     42,663  ok
docs/Classes/Session/RequestSetup.html                     context      1,269      423     43,086  ok
docs/Classes/SessionDelegate.html                          context      1,261      421     43,507  ok
docs/Classes/StringResponseSerializer.html                 context      1,270      424     43,931  ok
docs/Classes/URLEncodedFormEncoder.html                    context      1,267      423     44,354  ok
docs/Classes/URLEncodedFormEncoder/ArrayEncoding.html      context      1,284      428     44,782  ok
docs/Classes/URLEncodedFormEncoder/BoolEncoding.html       context      1,283      428     45,210  ok
docs/Classes/URLEncodedFormEncoder/DataEncoding.html       context      1,283      428     45,638  ok
docs/Classes/URLEncodedFormEncoder/DateEncoding.html       context      1,283      428     46,066  ok
docs/Classes/URLEncodedFormEncoder/Error.html              context      1,276      426     46,492  ok
docs/Classes/URLEncodedFormEncoder/KeyEncoding.html        context      1,282      428     46,920  ok
docs/Classes/URLEncodedFormEncoder/KeyPathEncoding.html    context      1,286      429     47,349  ok
docs/Classes/URLEncodedFormEncoder/NilEncoding.html        context      1,282      428     47,777  ok
docs/Classes/URLEncodedFormEncoder/SpaceEncoding.html      context      1,284      428     48,205  ok
docs/Classes/URLEncodedFormParameterEncoder.html           context      1,276      426     48,631  ok
docs/Classes/URLEncodedFormParameterEncoder/Destination.html context      1,291      431     49,062  ok
docs/Classes/UploadRequest.html                            context      1,259      420     49,482  ok
docs/Classes/UploadRequest/Uploadable.html                 context      1,273      425     49,907  ok
docs/Enums.html                                            context      1,240      414     50,321  ok
docs/Enums/AFError.html                                    context      1,251      417     50,738  ok
docs/Enums/AFError/MultipartEncodingFailureReason.html     context      1,285      429     51,167  ok
docs/Enums/AFError/ParameterEncoderFailureReason.html      context      1,284      428     51,595  ok
docs/Enums/AFError/ParameterEncoderFailureReason/RequiredComponent.html context      1,305      435     52,030  ok
docs/Enums/AFError/ParameterEncodingFailureReason.html     context      1,285      429     52,459  ok
docs/Enums/AFError/ResponseSerializationFailureReason.html context      1,289      430     52,889  ok
docs/Enums/AFError/ResponseValidationFailureReason.html    context      1,286      429     53,318  ok
docs/Enums/AFError/ServerTrustFailureReason.html           context      1,279      427     53,745  ok
docs/Enums/AFError/ServerTrustFailureReason/Output.html    context      1,289      430     54,175  ok
docs/Enums/AFError/URLRequestValidationFailureReason.html  context      1,288      430     54,605  ok
docs/Enums/AFError/UnexpectedInputStreamLength.html        context      1,282      428     55,033  ok
docs/Enums/AFInfo.html                                     context      1,250      417     55,450  ok
docs/Enums/AuthenticationError.html                        context      1,263      421     55,871  ok
docs/Enums/RetryResult.html                                context      1,255      419     56,290  ok
docs/Extensions.html                                       context      1,245      415     56,705  ok
docs/Extensions/CharacterSet.html                          context      1,261      421     57,126  ok
docs/Extensions/Error.html                                 context      1,254      418     57,544  ok
docs/Extensions/HTTPURLResponse.html                       context      1,264      422     57,966  ok
docs/Extensions/Notification.html                          context      1,261      421     58,387  ok
docs/Extensions/String.html                                context      1,255      419     58,806  ok
docs/Extensions/URL.html                                   context      1,252      418     59,224  ok
docs/Extensions/URLComponents.html                         context      1,262      421     59,645  ok
docs/Extensions/URLRequest.html                            context      1,259      420     60,065  ok
docs/Extensions/URLSessionConfiguration.html               context      1,272      424     60,489  ok
docs/Extensions/[ServerTrustEvaluating].html               context      1,272      424     60,913  ok
docs/Global Variables.html                                 context      1,251      417     61,330  ok
docs/Protocols.html                                        context      1,244      415     61,745  ok
docs/Protocols/AlamofireExtended.html                      context      1,265      422     62,167  ok
docs/Protocols/AuthenticationCredential.html               context      1,272      424     62,591  ok
docs/Protocols/Authenticator.html                          context      1,261      421     63,012  ok
docs/Protocols/CachedResponseHandler.html                  context      1,269      423     63,435  ok
docs/Protocols/DataDecoder.html                            context      1,259      420     63,855  ok
docs/Protocols/DataPreprocessor.html                       context      1,264      422     64,277  ok
docs/Protocols/DataResponseSerializerProtocol.html         context      1,278      426     64,703  ok
docs/Protocols/DataStreamSerializer.html                   context      1,268      423     65,126  ok
docs/Protocols/DownloadResponseSerializerProtocol.html     context      1,282      428     65,554  ok
docs/Protocols/EmptyResponse.html                          context      1,261      421     65,975  ok
docs/Protocols/EventMonitor.html                           context      1,260      420     66,395  ok
docs/Protocols/ParameterEncoder.html                       context      1,264      422     66,817  ok
docs/Protocols/ParameterEncoding.html                      context      1,265      422     67,239  ok
docs/Protocols/RedirectHandler.html                        context      1,263      421     67,660  ok
docs/Protocols/RequestAdapter.html                         context      1,262      421     68,081  ok
docs/Protocols/RequestDelegate.html                        context      1,263      421     68,502  ok
docs/Protocols/RequestInterceptor.html                     context      1,266      422     68,924  ok
docs/Protocols/RequestRetrier.html                         context      1,262      421     69,345  ok
docs/Protocols/ResponseSerializer.html                     context      1,266      422     69,767  ok
docs/Protocols/ServerTrustEvaluating.html                  context      1,269      423     70,190  ok
docs/Protocols/URLConvertible.html                         context      1,262      421     70,611  ok
docs/Protocols/URLRequestConvertible.html                  context      1,269      423     71,034  ok
docs/Protocols/UploadableConvertible.html                  context      1,269      423     71,457  ok
docs/Protocols/WebSocketMessageSerializer.html             context      1,274      425     71,882  ok
docs/Structs.html                                          context      1,242      414     72,296  ok
docs/Structs/AlamofireExtension.html                       context      1,264      422     72,718  ok
docs/Structs/DataResponse.html                             context      1,258      420     73,138  ok
docs/Structs/DataResponsePublisher.html                    context      1,267      423     73,561  ok
docs/Structs/DataStreamPublisher.html                      context      1,265      422     73,983  ok
docs/Structs/DataStreamTask.html                           context      1,260      420     74,403  ok
docs/Structs/DataTask.html                                 context      1,254      418     74,821  ok
docs/Structs/DecodableStreamSerializer.html                context      1,271      424     75,245  ok
docs/Structs/DecodableWebSocketMessageDecoder.html         context      1,278      426     75,671  ok
docs/Structs/DecodableWebSocketMessageDecoder/Error.html   context      1,287      429     76,100  ok
docs/Structs/DeflateRequestCompressor.html                 context      1,270      424     76,524  ok
docs/Structs/DeflateRequestCompressor/DuplicateHeaderBehavior.html context      1,297      433     76,957  ok
docs/Structs/DownloadResponse.html                         context      1,262      421     77,378  ok
docs/Structs/DownloadResponsePublisher.html                context      1,271      424     77,802  ok
docs/Structs/DownloadTask.html                             context      1,258      420     78,222  ok
docs/Structs/Empty.html                                    context      1,251      417     78,639  ok
docs/Structs/GoogleXSSIPreprocessor.html                   context      1,268      423     79,062  ok
docs/Structs/HTTPHeader.html                               context      1,256      419     79,481  ok
docs/Structs/HTTPHeaders.html                              context      1,257      419     79,900  ok
docs/Structs/HTTPMethod.html                               context      1,256      419     80,319  ok
docs/Structs/JSONEncoding.html                             context      1,258      420     80,739  ok
docs/Structs/JSONEncoding/Error.html                       context      1,267      423     81,162  ok
docs/Structs/PassthroughPreprocessor.html                  context      1,269      423     81,585  ok
docs/Structs/PassthroughStreamSerializer.html              context      1,273      425     82,010  ok
docs/Structs/Redirector.html                               context      1,256      419     82,429  ok
docs/Structs/Redirector/Behavior.html                      context      1,268      423     82,852  ok
docs/Structs/RequestAdapterState.html                      context      1,265      422     83,274  ok
docs/Structs/ResponseCacher.html                           context      1,260      420     83,694  ok
docs/Structs/ResponseCacher/Behavior.html                  context      1,272      424     84,118  ok
docs/Structs/StreamOf.html                                 context      1,254      418     84,536  ok
docs/Structs/StreamOf/Iterator.html                        context      1,266      422     84,958  ok
docs/Structs/StringStreamSerializer.html                   context      1,268      423     85,381  ok
docs/Structs/URLEncoding.html                              context      1,257      419     85,800  ok
docs/Structs/URLEncoding/ArrayEncoding.html                context      1,274      425     86,225  ok
docs/Structs/URLEncoding/BoolEncoding.html                 context      1,273      425     86,650  ok
docs/Structs/URLEncoding/Destination.html                  context      1,272      424     87,074  ok
docs/Structs/URLResponseSerializer.html                    context      1,267      423     87,497  ok
docs/Typealiases.html                                      context      1,246      416     87,913  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes.html context      1,296      432     88,345  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/Adapter.html context      1,307      436     88,781  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/AlamofireNotifications.html context      1,322      441     89,222  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/AuthenticationInterceptor.html context      1,325      442     89,664  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/AuthenticationInterceptor/RefreshWindow.html context      1,342      448     90,112  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/ClosureEventMonitor.html context      1,319      440     90,552  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/CompositeEventMonitor.html context      1,321      441     90,993  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/CompositeTrustEvaluator.html context      1,323      441     91,434  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/ConnectionLostRetryPolicy.html context      1,325      442     91,876  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/DataRequest.html context      1,311      437     92,313  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/DataResponseSerializer.html context      1,322      441     92,754  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/DataStreamRequest.html context      1,317      439     93,193  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/DataStreamRequest/CancellationToken.html context      1,338      446     93,639  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/DataStreamRequest/Completion.html context      1,331      444     94,083  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/DataStreamRequest/Event.html context      1,326      442     94,525  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/DataStreamRequest/Stream.html context      1,327      443     94,968  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/DecodableResponseSerializer.html context      1,327      443     95,411  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/DefaultTrustEvaluator.html context      1,321      441     95,852  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/DisabledTrustEvaluator.html context      1,322      441     96,293  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/DownloadRequest.html context      1,315      439     96,732  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/DownloadRequest/Downloadable.html context      1,331      444     97,176  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/DownloadRequest/Options.html context      1,326      442     97,618  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/Interceptor.html context      1,311      437     98,055  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/JSONParameterEncoder.html context      1,320      440     98,495  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/JSONResponseSerializer.html context      1,322      441     98,936  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/MultipartFormData.html context      1,317      439     99,375  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/NetworkReachabilityManager.html context      1,326      442     99,817  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/NetworkReachabilityManager/NetworkReachabilityStatus.html context      1,355      452    100,269  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/NetworkReachabilityManager/NetworkReachabilityStatus/ConnectionType.html context      1,373      458    100,727  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/OfflineRetrier.html context      1,314      438    101,165  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/PinnedCertificatesTrustEvaluator.html context      1,332      444    101,609  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/PublicKeysTrustEvaluator.html context      1,324      442    102,051  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/Request.html context      1,307      436    102,487  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/Request/ResponseDisposition.html context      1,330      444    102,931  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/Request/State.html context      1,316      439    103,370  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/Retrier.html context      1,307      436    103,806  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/RetryPolicy.html context      1,311      437    104,243  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/RevocationTrustEvaluator.html context      1,324      442    104,685  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/RevocationTrustEvaluator/Options.html context      1,335      445    105,130  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/ServerTrustManager.html context      1,318      440    105,570  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/Session.html context      1,307      436    106,006  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/Session/RequestSetup.html context      1,323      441    106,447  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/SessionDelegate.html context      1,315      439    106,886  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/StringResponseSerializer.html context      1,324      442    107,328  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/URLEncodedFormEncoder.html context      1,321      441    107,769  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/URLEncodedFormEncoder/ArrayEncoding.html context      1,338      446    108,215  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/URLEncodedFormEncoder/BoolEncoding.html context      1,337      446    108,661  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/URLEncodedFormEncoder/DataEncoding.html context      1,337      446    109,107  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/URLEncodedFormEncoder/DateEncoding.html context      1,337      446    109,553  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/URLEncodedFormEncoder/Error.html context      1,330      444    109,997  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/URLEncodedFormEncoder/KeyEncoding.html context      1,336      446    110,443  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/URLEncodedFormEncoder/KeyPathEncoding.html context      1,340      447    110,890  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/URLEncodedFormEncoder/NilEncoding.html context      1,336      446    111,336  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/URLEncodedFormEncoder/SpaceEncoding.html context      1,338      446    111,782  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/URLEncodedFormParameterEncoder.html context      1,330      444    112,226  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/URLEncodedFormParameterEncoder/Destination.html context      1,345      449    112,675  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/UploadRequest.html context      1,313      438    113,113  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Classes/UploadRequest/Uploadable.html context      1,327      443    113,556  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Enums.html context      1,294      432    113,988  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Enums/AFError.html context      1,305      435    114,423  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Enums/AFError/MultipartEncodingFailureReason.html context      1,339      447    114,870  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Enums/AFError/ParameterEncoderFailureReason.html context      1,338      446    115,316  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Enums/AFError/ParameterEncoderFailureReason/RequiredComponent.html context      1,359      453    115,769  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Enums/AFError/ParameterEncodingFailureReason.html context      1,339      447    116,216  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Enums/AFError/ResponseSerializationFailureReason.html context      1,343      448    116,664  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Enums/AFError/ResponseValidationFailureReason.html context      1,340      447    117,111  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Enums/AFError/ServerTrustFailureReason.html context      1,333      445    117,556  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Enums/AFError/ServerTrustFailureReason/Output.html context      1,343      448    118,004  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Enums/AFError/URLRequestValidationFailureReason.html context      1,342      448    118,452  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Enums/AFError/UnexpectedInputStreamLength.html context      1,336      446    118,898  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Enums/AFInfo.html context      1,304      435    119,333  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Enums/AuthenticationError.html context      1,317      439    119,772  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Enums/RetryResult.html context      1,309      437    120,209  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Extensions.html context      1,299      433    120,642  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Extensions/CharacterSet.html context      1,315      439    121,081  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Extensions/Error.html context      1,308      436    121,517  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Extensions/HTTPURLResponse.html context      1,318      440    121,957  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Extensions/Notification.html context      1,315      439    122,396  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Extensions/String.html context      1,309      437    122,833  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Extensions/URL.html context      1,306      436    123,269  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Extensions/URLComponents.html context      1,316      439    123,708  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Extensions/URLRequest.html context      1,313      438    124,146  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Extensions/URLSessionConfiguration.html context      1,326      442    124,588  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Extensions/[ServerTrustEvaluating].html context      1,326      442    125,030  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Global Variables.html context      1,305      435    125,465  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols.html context      1,298      433    125,898  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/AlamofireExtended.html context      1,319      440    126,338  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/AuthenticationCredential.html context      1,326      442    126,780  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/Authenticator.html context      1,315      439    127,219  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/CachedResponseHandler.html context      1,323      441    127,660  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/DataDecoder.html context      1,313      438    128,098  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/DataPreprocessor.html context      1,318      440    128,538  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/DataResponseSerializerProtocol.html context      1,332      444    128,982  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/DataStreamSerializer.html context      1,322      441    129,423  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/DownloadResponseSerializerProtocol.html context      1,336      446    129,869  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/EmptyResponse.html context      1,315      439    130,308  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/EventMonitor.html context      1,314      438    130,746  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/ParameterEncoder.html context      1,318      440    131,186  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/ParameterEncoding.html context      1,319      440    131,626  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/RedirectHandler.html context      1,317      439    132,065  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/RequestAdapter.html context      1,316      439    132,504  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/RequestDelegate.html context      1,317      439    132,943  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/RequestInterceptor.html context      1,320      440    133,383  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/RequestRetrier.html context      1,316      439    133,822  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/ResponseSerializer.html context      1,320      440    134,262  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/ServerTrustEvaluating.html context      1,323      441    134,703  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/URLConvertible.html context      1,316      439    135,142  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/URLRequestConvertible.html context      1,323      441    135,583  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/UploadableConvertible.html context      1,323      441    136,024  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/WebSocketMessageSerializer.html context      1,328      443    136,467  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs.html context      1,296      432    136,899  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/AlamofireExtension.html context      1,318      440    137,339  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/DataResponse.html context      1,312      438    137,777  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/DataResponsePublisher.html context      1,321      441    138,218  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/DataStreamPublisher.html context      1,319      440    138,658  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/DataStreamTask.html context      1,314      438    139,096  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/DataTask.html context      1,308      436    139,532  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/DecodableStreamSerializer.html context      1,325      442    139,974  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/DecodableWebSocketMessageDecoder.html context      1,332      444    140,418  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/DecodableWebSocketMessageDecoder/Error.html context      1,341      447    140,865  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/DeflateRequestCompressor.html context      1,324      442    141,307  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/DeflateRequestCompressor/DuplicateHeaderBehavior.html context      1,351      451    141,758  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/DownloadResponse.html context      1,316      439    142,197  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/DownloadResponsePublisher.html context      1,325      442    142,639  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/DownloadTask.html context      1,312      438    143,077  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/Empty.html context      1,305      435    143,512  ok
